
1	1	96.62	98.27	90.43	97.47	93.31	0.200   100
2	1	98.74	99.92	94.34	98.51	99.67	0.200   100
3	1	91.70	99.09	63.99	91.16	94.96	0.200   100
4	1	95.43	98.33	84.57	95.98	93.09	0.200   100
5	1	98.57	99.70	94.34	98.51	98.81	0.200   100
6	1	96.79	97.59	93.83	98.34	91.20	0.200   100
7	1	97.79	99.56	91.15	97.68	98.23	0.200   100
8	1	97.49	98.22	94.75	98.60	93.41	0.200   100
9	1	98.27	99.64	93.11	98.19	98.58	0.200   100
10	1	97.01	98.63	90.95	97.61	94.65	0.200   100
