
9	1	92.63	98.90	69.14	92.32	94.38	0.010   100
9	1	96.10	98.90	85.60	96.26	95.41	0.020   100
9	1	92.24	98.74	67.90	92.02	93.48	0.030   100
9	1	95.04	98.74	81.17	95.16	94.49	0.040   100
9	1	91.68	99.75	61.42	90.65	98.51	0.050   100
9	1	93.87	99.86	71.40	92.90	99.28	0.060   100
9	1	97.31	99.97	87.35	96.73	99.88	0.070   100
9	1	94.13	98.90	76.23	93.98	94.88	0.080   100
9	1	97.18	99.97	86.73	96.58	99.88	0.090   100
9	1	93.85	98.90	74.90	93.66	94.79	0.100   100
9	1	95.99	98.57	86.32	96.43	94.16	0.110   100
9	1	99.05	98.98	99.28	99.81	96.31	0.120   100
9	1	92.16	98.90	66.87	91.80	94.20	0.130   100
9	1	96.36	99.07	86.21	96.42	96.10	0.140   100
9	1	96.97	98.90	89.71	97.30	95.61	0.150   100
9	1	95.15	98.71	81.79	95.31	94.42	0.160   100
9	1	96.66	98.71	88.99	97.11	94.85	0.170   100
9	1	98.01	98.87	94.75	98.60	95.74	0.180   100
9	1	96.17	98.87	86.01	96.36	95.32	0.190   100
9	1	98.27	99.64	93.11	98.19	98.58	0.200   100
9	1	94.37	99.78	74.07	93.52	98.90	0.210   100
9	1	97.83	99.26	92.49	98.02	97.08	0.220   100
9	1	96.90	99.81	86.01	96.40	99.17	0.230   100
9	1	95.13	99.70	77.98	94.44	98.57	0.240   100
9	1	92.37	99.84	64.40	91.32	99.05	0.250   100
9	1	97.27	99.23	89.92	97.36	96.90	0.260   100
9	1	97.49	99.89	88.48	97.01	99.54	0.270   100
9	1	94.89	99.62	77.16	94.24	98.17	0.280   100
9	1	96.79	97.83	92.90	98.10	91.96	0.290   100
9	1	97.05	97.61	94.96	98.64	91.39	0.300   100
9	1	96.86	98.90	89.20	97.17	95.59	0.310   100
9	1	96.88	99.09	88.58	97.02	96.31	0.320   100
9	1	97.99	98.63	95.58	98.82	94.89	0.330   100
9	1	96.79	99.84	85.39	96.24	99.28	0.340   100
9	1	95.06	95.91	91.87	97.79	85.70	0.350   100
9	1	96.90	99.01	88.99	97.12	96.00	0.360   100
9	1	95.99	96.60	93.72	98.30	88.02	0.370   100
9	1	96.40	98.41	88.89	97.08	93.71	0.380   100
9	1	97.21	96.65	99.28	99.80	88.78	0.390   100
9	1	95.45	95.31	95.99	98.89	84.51	0.400   100
9	1	96.12	98.46	87.35	96.69	93.81	0.410   100
9	1	97.31	96.84	99.07	99.75	89.33	0.420   100
9	1	93.74	99.97	70.37	92.67	99.85	0.430   100
9	1	96.82	97.67	93.62	98.29	91.46	0.440   100
9	1	96.79	98.71	89.61	97.27	94.88	0.450   100
9	1	96.66	98.63	89.30	97.19	94.55	0.460   100
9	1	96.82	96.95	96.30	98.99	89.40	0.470   100
9	1	95.39	98.74	82.82	95.56	94.59	0.480   100
9	1	92.22	99.12	66.36	91.70	95.27	0.490   100
9	1	88.19	99.62	45.37	87.24	96.92	0.500   100
9	1	89.73	99.64	52.57	88.73	97.52	0.510   100
9	1	96.79	98.90	88.89	97.09	95.58	0.520   100
9	1	97.01	97.50	95.16	98.69	91.04	0.530   100
9	1	96.60	98.82	88.27	96.93	95.23	0.540   100
9	1	87.33	99.81	40.53	86.29	98.25	0.550   100
9	1	96.90	97.48	94.75	98.58	90.92	0.560   100
