
10	6	93.76	98.90	74.49	93.56	94.76	0.300   1
10	6	97.53	97.94	95.99	98.92	92.56	0.300   25
10	6	97.49	98.79	92.59	98.04	95.34	0.300   50
10	6	97.88	98.93	93.93	98.39	95.90	0.300   75
10	6	97.25	96.95	98.35	99.55	89.60	0.300   100
10	6	97.12	98.77	90.95	97.61	95.16	0.300   200
10	6	72.18	65.78	96.19	98.48	42.85	0.300   300
10	6	73.18	66.47	98.35	99.34	43.89	0.300   400
10	6	68.96	66.03	79.94	92.50	38.56	0.300   500
10	6	71.90	64.46	99.79	99.91	42.83	0.300   600
10	6	71.75	64.30	99.69	99.87	42.69	0.300   700
10	6	71.75	64.30	99.69	99.87	42.69	0.300   800
10	6	71.86	64.43	99.69	99.87	42.78	0.300   900
10	6	87.98	97.37	52.78	88.55	84.24	0.300   1000
